"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","HID Data","Info"
"6275","107.121058","7.3.1","host","USB","72","","0000feff04000000","URB_INTERRUPT in"
"6277","107.122059","7.3.1","host","USB","72","","0000feff04000000","URB_INTERRUPT in"
"6279","107.123059","7.3.1","host","USB","72","","0000feff04000000","URB_INTERRUPT in"
"6281","107.124059","7.3.1","host","USB","72","","0000feff04000000","URB_INTERRUPT in"
"6283","107.125059","7.3.1","host","USB","72","","0000feff03000000","URB_INTERRUPT in"
"6285","107.126059","7.3.1","host","USB","72","","0000feff05000000","URB_INTERRUPT in"
"6287","107.127059","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6289","107.128059","7.3.1","host","USB","72","","0000feff03000000","URB_INTERRUPT in"
"6291","107.129059","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6293","107.130059","7.3.1","host","USB","72","","0000feff04000000","URB_INTERRUPT in"
"6295","107.131059","7.3.1","host","USB","72","","0000feff04000000","URB_INTERRUPT in"
"6297","107.132059","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6299","107.133059","7.3.1","host","USB","72","","0000feff05000000","URB_INTERRUPT in"
"6301","107.134059","7.3.1","host","USB","72","","0000fdff07000000","URB_INTERRUPT in"
"6303","107.135059","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6305","107.136059","7.3.1","host","USB","72","","0000feff03000000","URB_INTERRUPT in"
"6307","107.137061","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6309","107.138059","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6311","107.139059","7.3.1","host","USB","72","","0000feff03000000","URB_INTERRUPT in"
"6313","107.140059","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6315","107.141060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6317","107.142059","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6319","107.143059","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6321","107.144059","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6323","107.145060","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6325","107.146059","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6327","107.147059","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6329","107.148060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6331","107.149060","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6333","107.150059","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6335","107.151060","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6337","107.152060","7.3.1","host","USB","72","","0000feff06000000","URB_INTERRUPT in"
"6339","107.153059","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6341","107.154060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6343","107.155060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6345","107.156059","7.3.1","host","USB","72","","0000000003000000","URB_INTERRUPT in"
"6347","107.157060","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6349","107.158060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6351","107.159060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6353","107.160060","7.3.1","host","USB","72","","0000000004000000","URB_INTERRUPT in"
"6355","107.161060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6357","107.162060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6359","107.163060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6361","107.164060","7.3.1","host","USB","72","","0000000003000000","URB_INTERRUPT in"
"6363","107.165060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6365","107.166060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6367","107.167060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6369","107.168060","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6371","107.169060","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6373","107.170061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6375","107.171061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6377","107.172060","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6379","107.173061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6381","107.174061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6383","107.175061","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6385","107.176060","7.3.1","host","USB","72","","0000000003000000","URB_INTERRUPT in"
"6387","107.177060","7.3.1","host","USB","72","","0000feff02000000","URB_INTERRUPT in"
"6389","107.178060","7.3.1","host","USB","72","","0000000003000000","URB_INTERRUPT in"
"6391","107.179061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6393","107.180061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6395","107.181061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6397","107.182061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6399","107.183061","7.3.1","host","USB","72","","0000000003000000","URB_INTERRUPT in"
"6401","107.184061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6403","107.185061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6405","107.186061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6407","107.187062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6409","107.188061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6411","107.189061","7.3.1","host","USB","72","","0000000003000000","URB_INTERRUPT in"
"6413","107.190061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6415","107.191061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6417","107.192061","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6419","107.193061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6421","107.194061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6423","107.195061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6425","107.196061","7.3.1","host","USB","72","","0000ffff04000000","URB_INTERRUPT in"
"6427","107.197061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6429","107.198061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6431","107.199061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6433","107.200061","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6435","107.201061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6437","107.202061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6439","107.203061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6441","107.204061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6443","107.205061","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6445","107.206061","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6447","107.207064","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6449","107.208063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6451","107.209062","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6453","107.210063","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6455","107.211062","7.3.1","host","USB","72","","0000feff03000000","URB_INTERRUPT in"
"6457","107.212061","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6459","107.213061","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6461","107.214062","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6463","107.215062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6465","107.216062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6467","107.217062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6469","107.218062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6471","107.219062","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6473","107.220062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6475","107.221062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6477","107.222062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6479","107.223062","7.3.1","host","USB","72","","0000ffff03000000","URB_INTERRUPT in"
"6481","107.224062","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6483","107.225062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6485","107.226064","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6487","107.227062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6489","107.228062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6491","107.229062","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6493","107.230062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6495","107.231062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6497","107.232062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6499","107.233062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6501","107.234062","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6503","107.235062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6505","107.236062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6507","107.237064","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6509","107.238063","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6511","107.239062","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6513","107.240063","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6515","107.241062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6517","107.242062","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6519","107.243063","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6521","107.244063","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6523","107.245063","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6525","107.246062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6527","107.247063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6529","107.248062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6531","107.249066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6533","107.250064","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6535","107.251064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6537","107.252062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6539","107.253062","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6541","107.254063","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6543","107.255063","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6545","107.256063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6547","107.257062","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6549","107.258063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6551","107.259063","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6553","107.260063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6555","107.261063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6557","107.262063","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"6559","107.263063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6561","107.264063","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6563","107.265063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6565","107.266063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6567","107.267063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6569","107.268063","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6571","107.269063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6573","107.270063","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6575","107.271063","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6577","107.272063","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6579","107.273063","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"6581","107.274063","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6583","107.275064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6585","107.276064","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6587","107.277063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6589","107.278063","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6591","107.279066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6593","107.280065","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6595","107.281064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6597","107.283064","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"6599","107.284064","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6601","107.285064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6603","107.286064","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6605","107.287064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6607","107.288064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6609","107.289063","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6611","107.290064","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6613","107.291064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6615","107.292064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6617","107.293064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6619","107.295065","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6621","107.297064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6623","107.298064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6625","107.299064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6627","107.300064","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6629","107.301064","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6631","107.302065","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6633","107.303065","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6635","107.304064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6637","107.307064","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6639","107.308067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6641","107.309066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6643","107.310065","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6645","107.312066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6647","107.313066","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6649","107.314066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6651","107.315066","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6653","107.316066","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6655","107.317066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6657","107.318066","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6659","107.319066","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6661","107.320066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6663","107.321066","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6665","107.322066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6667","107.324066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6669","107.326066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6671","107.327066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6673","107.328066","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6675","107.330066","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6677","107.331067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6679","107.333067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6681","107.334067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6683","107.335067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6685","107.336066","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6687","107.337068","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6689","107.338067","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6691","107.339066","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6693","107.340067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6695","107.342067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6697","107.344067","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"6699","107.346067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6701","107.347067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6703","107.349067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6705","107.351067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6707","107.352067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6709","107.354067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6711","107.355067","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6713","107.356067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6715","107.357067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6717","107.358067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6719","107.360067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6721","107.361067","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6723","107.362068","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6725","107.363067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6727","107.364067","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"6729","107.366067","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6731","107.368068","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6733","107.370067","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"6735","107.374068","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6737","107.378068","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6739","107.455072","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"6741","107.457071","7.3.1","host","USB","72","","00000000ffff0000","URB_INTERRUPT in"
"6743","107.459071","7.3.1","host","USB","72","","00000000ffff0000","URB_INTERRUPT in"
"6745","107.462071","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6747","107.463071","7.3.1","host","USB","72","","00000000ffff0000","URB_INTERRUPT in"
"6749","107.465071","7.3.1","host","USB","72","","00000000ffff0000","URB_INTERRUPT in"
"6751","107.466071","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"6753","107.468071","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"6755","107.469071","7.3.1","host","USB","72","","00000000ffff0000","URB_INTERRUPT in"
"6757","107.472071","7.3.1","host","USB","72","","00000000ffff0000","URB_INTERRUPT in"
"6759","107.474071","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"6761","107.478071","7.3.1","host","USB","72","","00000000ffff0000","URB_INTERRUPT in"
"6763","107.507072","7.3.1","host","USB","72","","0100000000000000","URB_INTERRUPT in"
"6765","107.619084","7.3.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6767","108.502132","7.2.1","host","USB","72","","0000520000000000","URB_INTERRUPT in"
"6769","108.562128","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6771","109.705169","7.2.1","host","USB","72","","0000520000000000","URB_INTERRUPT in"
"6773","109.801169","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6775","110.084181","7.2.1","host","USB","72","","0000280000000000","URB_INTERRUPT in"
"6779","110.109163","7.2.2","host","USB","84","","11ff106c000000d2000000000000000000000000","URB_INTERRUPT in"
"6783","110.114160","7.2.2","host","USB","84","","11ff106c000000b5000000000000000000000000","URB_INTERRUPT in"
"6787","110.119162","7.2.2","host","USB","84","","11ff106c0000003c000000000000000000000000","URB_INTERRUPT in"
"6791","110.124162","7.2.2","host","USB","84","","11ff106c00000047000000000000000000000000","URB_INTERRUPT in"
"6795","110.129162","7.2.2","host","USB","84","","11ff106c0000005b000000000000000000000000","URB_INTERRUPT in"
"6799","110.134163","7.2.2","host","USB","84","","11ff106c00000068000000000000000000000000","URB_INTERRUPT in"
"6803","110.139169","7.2.2","host","USB","84","","11ff106c00000006000000000000000000000000","URB_INTERRUPT in"
"6807","110.144168","7.2.2","host","USB","84","","11ff106c00000013000000000000000000000000","URB_INTERRUPT in"
"6811","110.149168","7.2.2","host","USB","84","","11ff106c00000020000000000000000000000000","URB_INTERRUPT in"
"6815","110.154169","7.2.2","host","USB","84","","11ffff106c02002e000000000000000000000000","URB_INTERRUPT in"
"6819","110.159163","7.2.2","host","USB","84","","11ff107f00000000000000000000000000000000","URB_INTERRUPT in"
"6821","110.190173","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6823","110.623200","7.2.1","host","USB","72","","0000520000000000","URB_INTERRUPT in"
"6825","110.699201","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6827","110.854201","7.2.1","host","USB","72","","0000520000000000","URB_INTERRUPT in"
"6829","110.887202","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6831","111.324220","7.2.1","host","USB","72","","0000280000000000","URB_INTERRUPT in"
"6835","111.348194","7.2.2","host","USB","84","","11ff106cffffffd2000000000000000000000000","URB_INTERRUPT in"
"6839","111.353193","7.2.2","host","USB","84","","11ff106cffffffb5000000000000000000000000","URB_INTERRUPT in"
"6843","111.358202","7.2.2","host","USB","84","","11ff106cffffff3c000000000000000000000000","URB_INTERRUPT in"
"6847","111.363209","7.2.2","host","USB","84","","11ff106cffffff47000000000000000000000000","URB_INTERRUPT in"
"6851","111.368209","7.2.2","host","USB","84","","11ff106cffffff5b000000000000000000000000","URB_INTERRUPT in"
"6855","111.373209","7.2.2","host","USB","84","","11ff106cffffff68000000000000000000000000","URB_INTERRUPT in"
"6859","111.378210","7.2.2","host","USB","84","","11ff106cffffff06000000000000000000000000","URB_INTERRUPT in"
"6863","111.383210","7.2.2","host","USB","84","","11ff106cffffff13000000000000000000000000","URB_INTERRUPT in"
"6867","111.388209","7.2.2","host","USB","84","","11ff106cffffff20000000000000000000000000","URB_INTERRUPT in"
"6871","111.393209","7.2.2","host","USB","84","","11ffff106c02002e000000000000000000000000","URB_INTERRUPT in"
"6875","111.398195","7.2.2","host","USB","84","","11ff107f00000000000000000000000000000000","URB_INTERRUPT in"
"6877","111.411212","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6879","111.757232","7.2.1","host","USB","72","","0000520000000000","URB_INTERRUPT in"
"6881","111.828235","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6883","111.962224","7.2.1","host","USB","72","","0000520000000000","URB_INTERRUPT in"
"6885","112.065243","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6887","112.321248","7.2.1","host","USB","72","","0000280000000000","URB_INTERRUPT in"
"6891","112.345241","7.2.2","host","USB","84","","11ff106c000000d2000000000000000000000000","URB_INTERRUPT in"
"6895","112.350241","7.2.2","host","USB","84","","11ff106c000000b5000000000000000000000000","URB_INTERRUPT in"
"6899","112.355240","7.2.2","host","USB","84","","11ff106c0000003c000000000000000000000000","URB_INTERRUPT in"
"6903","112.360241","7.2.2","host","USB","84","","11ff106c00000047000000000000000000000000","URB_INTERRUPT in"
"6907","112.365240","7.2.2","host","USB","84","","11ff106c0000005b000000000000000000000000","URB_INTERRUPT in"
"6911","112.370241","7.2.2","host","USB","84","","11ff106c00000068000000000000000000000000","URB_INTERRUPT in"
"6915","112.375242","7.2.2","host","USB","84","","11ff106c00000006000000000000000000000000","URB_INTERRUPT in"
"6919","112.380241","7.2.2","host","USB","84","","11ff106c00000013000000000000000000000000","URB_INTERRUPT in"
"6923","112.385241","7.2.2","host","USB","84","","11ff106c00000020000000000000000000000000","URB_INTERRUPT in"
"6927","112.390242","7.2.2","host","USB","84","","11ffff106c02002e000000000000000000000000","URB_INTERRUPT in"
"6931","112.395242","7.2.2","host","USB","84","","11ff107f00000000000000000000000000000000","URB_INTERRUPT in"
"6933","112.422242","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6935","112.695260","7.2.1","host","USB","72","","0000520000000000","URB_INTERRUPT in"
"6937","112.782264","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6939","112.904266","7.2.1","host","USB","72","","0000520000000000","URB_INTERRUPT in"
"6941","113.000275","7.2.1","host","USB","72","","0000000000000000","URB_INTERRUPT in"
"6943","113.265284","7.2.1","host","USB","72","","0000280000000000","URB_INTERRUPT in"
"6947","113.289272","7.2.2","host","USB","84","","11ff106cffffffd2000000000000000000000000","URB_INTERRUPT in"
"6951","113.294270","7.2.2","host","USB","84","","11ff106cffffffb5000000000000000000000000","URB_INTERRUPT in"
"6955","113.299272","7.2.2","host","USB","84","","11ff106cffffff3c000000000000000000000000","URB_INTERRUPT in"
"6959","113.304271","7.2.2","host","USB","84","","11ff106cffffff47000000000000000000000000","URB_INTERRUPT in"
